timeStamp,ThrustV,CombustTempV,InletPressureV,InletTempV,PressureRatioV,FuelPressureV,FuelPumpPowerV,CoolantTempV,CoolantPressureV,CoolantPumpPowerV,SparkPlugStatus
2026-07-03T15:05:57.101,0,20.9771,1.99062,20.0168,1.96459,0.306925,49.8473,34.9947,1.19728,60.461,OFF
2026-07-03T15:05:57.206,0,21.2544,1.98749,20.2389,1.9615,0.313243,49.742,35.1926,1.20658,60.1136,OFF
2026-07-03T15:05:57.309,0.133234,22.2206,1.97905,20.0217,1.95317,0.320391,49.6479,34.887,1.20359,60.2372,OFF
2026-07-03T15:05:57.413,0.170239,23.1802,1.98065,20.1048,1.95475,0.328824,49.3365,34.6675,1.20272,60.4525,OFF
2026-07-03T15:05:57.523,0,24.0108,1.98179,20.1281,1.95587,0.319627,49.6535,34.7513,1.20975,60.2799,OFF
2026-07-03T15:05:57.634,0.0239957,24.8971,1.9857,20.0063,1.95973,0.322456,49.6184,34.3753,1.21443,60.5761,OFF
2026-07-03T15:05:57.746,0.239342,25.8767,1.98499,20.0163,1.95904,0.317559,50.1047,34.6149,1.22396,61.0655,OFF
2026-07-03T15:05:57.857,0,26.4185,1.97695,20.1542,1.9511,0.320375,50.1658,34.3518,1.23166,60.8372,OFF
2026-07-03T15:05:57.968,0,27.4019,1.96991,19.9216,1.94415,0.325046,49.8868,34.2751,1.22284,60.3611,OFF
2026-07-03T15:05:58.078,0.417063,28.2629,1.97276,19.9089,1.94696,0.32057,49.5606,34.5005,1.22426,60.0072,OFF
2026-07-03T15:05:58.178,0.233221,29.0074,1.97996,20.0891,1.95407,0.321756,49.2433,34.4925,1.2151,59.5887,OFF
2026-07-03T15:05:58.289,0.464173,29.931,1.97164,20.1472,1.94586,0.320096,49.3772,34.6201,1.22501,59.3911,OFF
2026-07-03T15:05:58.399,0.259551,30.1317,1.97268,20.1791,1.94689,0.326299,49.1919,34.7645,1.21853,59.8305,OFF
2026-07-03T15:05:58.510,0.266777,30.126,1.9792,20.4249,1.95332,0.317111,49.1255,34.4995,1.22023,59.9374,OFF
2026-07-03T15:05:58.622,0.471773,29.2549,1.98631,20.6483,1.96034,0.325338,48.8835,34.2357,1.21566,59.5648,OFF
2026-07-03T15:05:58.733,0.802764,29.4723,1.99483,20.8979,1.96874,0.326972,48.8412,34.4647,1.21106,59.6666,OFF
2026-07-03T15:05:58.845,0.526273,29.6141,1.98602,20.9976,1.96005,0.330986,49.05,34.3177,1.21471,59.8113,OFF
2026-07-03T15:05:58.956,0.987571,30.0629,1.98758,21.188,1.96158,0.331333,48.9734,33.9667,1.22041,59.3747,OFF
2026-07-03T15:05:59.056,0.502818,29.1914,1.99072,21.271,1.96469,0.329058,48.7279,34.0756,1.22367,59.4713,OFF
2026-07-03T15:05:59.169,0.421512,29.3593,1.98529,21.0686,1.95933,0.324206,48.243,34.1526,1.21721,59.9237,OFF
2026-07-03T15:05:59.282,0.540869,29.7433,1.97727,20.8398,1.95141,0.316537,48.464,34.1332,1.21284,59.6595,OFF
2026-07-03T15:05:59.384,0.571833,30.2156,1.96946,21.0642,1.94371,0.30898,48.8298,34.3639,1.22012,59.4552,OFF
2026-07-03T15:05:59.493,0.710886,29.4935,1.971,21.0436,1.94523,0.299639,49.0437,33.9901,1.21027,59.1819,OFF
2026-07-03T15:05:59.604,0.360371,30.1313,1.97692,21.2393,1.95107,0.303615,48.8391,33.7288,1.20225,59.6542,OFF
2026-07-03T15:05:59.717,0.645075,30.646,1.98642,21.0893,1.96044,0.296673,48.5377,33.4557,1.20263,60.1417,OFF
2026-07-03T15:05:59.828,0.943822,30.3362,1.98109,20.9294,1.95518,0.303017,48.765,33.6745,1.19267,59.9687,OFF
2026-07-03T15:05:59.939,1.36006,31.1963,1.98683,20.6976,1.96085,0.299606,48.4862,33.7595,1.19993,59.4964,OFF
2026-07-03T15:06:00.041,1.61593,31.7852,1.98869,20.8949,1.96268,0.301467,48.399,34.1416,1.2054,59.0734,OFF
2026-07-03T15:06:00.153,1.22058,32.7174,1.97916,20.7126,1.95328,0.305498,48.0885,34.1358,1.19893,59.0184,OFF
2026-07-03T15:06:00.261,0.855012,33.1243,1.96964,20.7928,1.94389,0.312295,48.5021,33.9249,1.20068,58.7755,OFF
2026-07-03T15:06:00.369,0.988068,32.8875,1.96334,20.7771,1.93766,0.306125,48.3284,33.8928,1.20764,59.1396,OFF
2026-07-03T15:06:00.486,0.936382,33.2002,1.96319,20.7093,1.93752,0.31211,48.5342,34.2023,1.21511,59.1999,OFF
2026-07-03T15:06:00.585,0.666876,32.3541,1.96356,20.5109,1.93789,0.321735,48.2871,34.5121,1.21929,59.5575,OFF
2026-07-03T15:06:00.698,0.600367,32.1999,1.97057,20.7294,1.9448,0.331227,48.2013,34.6904,1.22692,59.127,OFF
2026-07-03T15:06:00.811,0.871733,31.2161,1.97795,20.6986,1.95208,0.333207,48.4195,34.3007,1.23118,59.3397,OFF
2026-07-03T15:06:00.913,0.968945,31.0757,1.97618,20.9114,1.95034,0.336568,48.4179,34.3556,1.23608,59.4021,OFF
2026-07-03T15:06:01.023,0.711733,31.6134,1.96795,21.1598,1.94221,0.340557,48.8624,33.9976,1.24604,59.6764,OFF
2026-07-03T15:06:01.136,1.04123,31.6622,1.9735,21.093,1.94769,0.343231,48.6502,34.2588,1.25081,59.2022,OFF
2026-07-03T15:06:01.244,1.13539,32.2652,1.9833,20.9006,1.95737,0.335012,48.2998,33.8852,1.24105,59.3105,ON
2026-07-03T15:06:01.362,1.11087,31.4607,1.98068,20.8966,1.95478,0.329988,48.6771,34.1337,1.24241,59.2885,OFF
2026-07-03T15:06:01.473,1.12458,31.8342,1.98591,20.9987,1.95994,0.328254,49.1607,34.3233,1.2368,59.3371,OFF
2026-07-03T15:06:01.582,1.23036,31.2536,1.98478,21.1581,1.95883,0.322705,49.0498,34.2333,1.23263,59.3814,OFF
2026-07-03T15:06:01.680,0.896509,30.4065,1.97742,20.9598,1.95156,0.31779,49.304,33.8641,1.2393,59.7546,OFF
2026-07-03T15:06:01.789,0.766679,29.8847,1.97064,20.7733,1.94487,0.322633,49.2298,33.999,1.23471,59.6397,OFF
2026-07-03T15:06:01.900,0.960458,30.5062,1.97217,20.6664,1.94638,0.315615,49.5217,33.9285,1.23088,59.1656,OFF
2026-07-03T15:06:02.009,1.18252,30.9181,1.98156,20.4483,1.95565,0.308213,49.9732,33.7461,1.22232,58.7107,OFF
2026-07-03T15:06:02.116,0.878763,30.3663,1.98612,20.3844,1.96015,0.304845,50.3614,33.6797,1.22051,58.8372,OFF
2026-07-03T15:06:02.227,0.847838,30.1997,1.97669,20.3266,1.95084,0.299051,50.0748,33.9726,1.21979,58.8462,OFF
2026-07-03T15:06:02.335,1.17881,30.1114,1.97004,20.1827,1.94428,0.303229,49.6448,34.0806,1.21985,58.9884,ON
2026-07-03T15:06:02.453,1.6147,29.6966,1.97183,20.0887,1.94605,0.309827,49.2728,34.1233,1.22202,59.1262,OFF
2026-07-03T15:06:02.564,2.0416,29.3957,1.98007,20.2676,1.95418,0.316439,49.7345,34.1567,1.22634,58.6477,OFF
2026-07-03T15:06:02.664,2.01623,29.753,1.98883,20.2276,1.96282,0.317014,49.7152,34.5285,1.22231,58.6133,OFF
2026-07-03T15:06:02.774,2.37127,30.4859,1.99118,20.422,1.96514,0.319871,49.7902,34.7746,1.23229,58.646,OFF
2026-07-03T15:06:02.885,2.70017,29.9088,1.98428,20.3739,1.95833,0.322356,50.1747,34.6775,1.23857,58.4752,OFF
2026-07-03T15:06:02.992,2.22736,30.1127,1.98684,20.1851,1.96086,0.314541,50.0726,34.6359,1.2379,58.6934,OFF
2026-07-03T15:06:03.107,2.48958,29.2574,1.98387,20.3496,1.95792,0.307107,49.9152,34.9182,1.24716,58.951,OFF
2026-07-03T15:06:03.219,2.44765,29.1582,1.97795,20.4008,1.95208,0.298952,50.2529,35.302,1.24241,58.9514,OFF
2026-07-03T15:06:03.334,2.22891,29.8471,1.97156,20.4297,1.94578,0.304916,49.8611,35.2657,1.24361,58.6604,OFF
2026-07-03T15:06:03.429,1.76639,29.8858,1.9675,20.5544,1.94177,0.296542,49.5625,34.955,1.24126,59.1582,OFF
2026-07-03T15:06:03.549,2.04988,30.5609,1.97172,20.6446,1.94594,0.305513,49.6421,34.9329,1.2511,58.7675,OFF
2026-07-03T15:06:03.650,2.50775,31.1728,1.96538,20.7089,1.93968,0.312735,49.8544,34.7041,1.25646,58.8963,OFF
2026-07-03T15:06:03.772,2.05891,30.9256,1.95864,20.8811,1.93302,0.322107,49.5189,34.4163,1.26155,59.0094,OFF
2026-07-03T15:06:03.867,2.40813,30.2999,1.95845,20.7582,1.93284,0.323153,49.2974,34.7578,1.25803,59.3352,OFF
2026-07-03T15:06:03.977,2.84805,29.9421,1.96246,20.6514,1.9368,0.327676,49.4522,34.633,1.25919,59.5709,OFF
2026-07-03T15:06:04.086,2.37241,29.5339,1.96094,20.8844,1.9353,0.337579,49.6653,34.7632,1.26602,59.8507,OFF
2026-07-03T15:06:04.207,2.82609,29.9254,1.96548,21.0665,1.93978,0.337844,49.5509,34.4825,1.27203,59.3551,OFF
2026-07-03T15:06:04.303,2.8212,30.6749,1.96711,20.9382,1.94139,0.328234,50.0261,34.1113,1.2659,59.2977,OFF
2026-07-03T15:06:04.413,3.10072,30.505,1.96514,20.7241,1.93945,0.332019,49.5673,34.2231,1.25832,59.7723,OFF
2026-07-03T15:06:04.526,3.42716,30.46,1.95868,20.5281,1.93306,0.327628,49.46,34.1964,1.25406,59.9516,OFF
2026-07-03T15:06:04.642,3.08257,30.5831,1.96447,20.4001,1.93878,0.330584,49.2266,34.5321,1.25412,59.5913,OFF
2026-07-03T15:06:04.756,2.60888,31.3146,1.96277,20.2044,1.9371,0.327826,48.8356,34.2652,1.25095,59.4596,OFF
2026-07-03T15:06:04.853,2.66566,32.0466,1.95855,20.1512,1.93294,0.333267,48.7244,34.1921,1.25674,59.4607,OFF
2026-07-03T15:06:04.964,2.22272,32.0177,1.9525,19.9383,1.92697,0.323433,48.2278,34.3742,1.26382,59.1647,OFF
