timeStamp,ThrustV,CombustTempV,InletPressureV,InletTempV,PressureRatioV,FuelPressureV,FuelPumpPowerV,CoolantTempV,CoolantPressureV,CoolantPumpPowerV,SparkPlugStatus
2026-07-09T04:24:48.322,0.17496,20.1164,2.00915,19.9517,1.98287,0.293884,50.3702,34.959,1.1974,59.8738,OFF
2026-07-09T04:24:48.403,0.322785,20,2.00645,20.1815,1.98022,0.300993,50.3351,34.6983,1.19208,60.275,OFF
2026-07-09T04:24:48.513,0.716195,20.5504,1.99732,20.1945,1.9712,0.296384,49.9709,34.9627,1.18792,59.8201,OFF
2026-07-09T04:24:48.621,0.96256,20.62,2.00434,20.3751,1.97813,0.304299,50.3849,34.9572,1.19149,59.7475,OFF
2026-07-09T04:24:48.729,0.5424,20.5739,2.00631,20.197,1.98007,0.304199,50.5613,34.6304,1.18551,60.1612,OFF
2026-07-09T04:24:48.837,0.321319,20,2.01497,20.0666,1.98862,0.298557,50.6599,34.311,1.1865,59.6954,OFF
2026-07-09T04:24:48.962,0.460057,20,2.02155,20.1226,1.99512,0.294725,50.5277,34.6701,1.17854,59.5792,OFF
2026-07-09T04:24:49.056,0.00499373,20,2.01657,20.3286,1.9902,0.28543,50.6907,34.5745,1.18691,59.5737,OFF
2026-07-09T04:24:49.165,0,20,2.01075,20.5568,1.98446,0.283543,50.2349,34.2154,1.19301,60.0325,OFF
2026-07-09T04:24:49.277,0,20,2.00348,20.7454,1.97728,0.289046,50.2526,34.4274,1.1959,60.5191,OFF
2026-07-09T04:24:49.384,0,20.935,2.01256,20.7394,1.98624,0.294427,50.5913,34.1253,1.19252,60.3025,OFF
2026-07-09T04:24:49.498,0,21.7332,2.01653,20.8848,1.99016,0.295359,50.7785,33.959,1.185,60.5528,OFF
2026-07-09T04:24:49.612,0,22.1722,2.01129,20.7557,1.98499,0.292444,51.0591,34.1368,1.1859,60.9503,OFF
2026-07-09T04:24:49.718,0.328388,22.5054,2.00416,20.6114,1.97795,0.292133,51.038,34.35,1.18401,61.2902,OFF
2026-07-09T04:24:49.822,0.810119,22.7717,2.01203,20.8462,1.98572,0.291441,50.9937,34.7212,1.19356,61.5713,OFF
2026-07-09T04:24:49.934,0.490923,21.9568,2.01268,20.852,1.98636,0.295353,50.9411,34.8674,1.1998,61.3261,OFF
2026-07-09T04:24:50.040,0.633229,22.0139,2.0113,20.8708,1.985,0.290276,51.2001,34.7306,1.20134,61.6685,OFF
2026-07-09T04:24:50.150,0.203573,22.2974,2.00208,20.9694,1.9759,0.290374,50.9737,34.8544,1.19966,61.7242,OFF
2026-07-09T04:24:50.260,0.606094,22.6136,2.005,21.0894,1.97878,0.286419,50.5342,34.6691,1.19785,61.413,OFF
2026-07-09T04:24:50.372,0.816694,23.1048,2.00275,21.1146,1.97656,0.293799,50.2399,35.0345,1.19058,61.1319,OFF
2026-07-09T04:24:50.481,0.736895,22.4967,2.00898,21.1574,1.98271,0.303499,50.6378,35.296,1.19295,61.0714,ON
2026-07-09T04:24:50.586,0.474808,21.9333,2.00915,21.3077,1.98288,0.30411,50.3325,35.093,1.18777,61.5334,OFF
