timeStamp,ThrustV,CombustTempV,InletPressureV,InletTempV,PressureRatioV,FuelPressureV,FuelPumpPowerV,CoolantTempV,CoolantPressureV,CoolantPumpPowerV,SparkPlugStatus
2026-07-14T16:27:50.143,0.460778,20.1749,2.00654,19.9988,1.9803,0.29352,49.526,35.0914,1.19551,59.9591,OFF
2026-07-14T16:27:50.155,0.139698,20,2.00439,20.1257,1.97817,0.292627,49.2969,34.927,1.18598,59.791,OFF
2026-07-14T16:27:50.271,0.627797,20,2.00484,20.1022,1.97862,0.298734,49.1278,34.6741,1.17828,59.8899,OFF
2026-07-14T16:27:50.371,0.185926,20.8168,2.00369,19.8621,1.97749,0.298922,49.0279,34.7762,1.17228,59.891,OFF
2026-07-14T16:27:50.480,0.59096,20.7921,2.00074,19.7829,1.97457,0.293685,48.702,35.0704,1.16694,60.194,OFF
2026-07-14T16:27:50.594,0.85368,20.7049,2.00242,19.8257,1.97624,0.284318,49.1829,34.9928,1.16755,59.8177,OFF
2026-07-14T16:27:50.702,1.04679,21.6295,1.99779,20.0017,1.97167,0.276883,49.6658,35.2889,1.16222,59.4432,OFF
2026-07-14T16:27:50.807,0.720735,21.6926,1.99967,19.8661,1.97352,0.278595,50.0013,35.3072,1.16502,59.4735,OFF
2026-07-14T16:27:50.917,0.290551,21.8496,2.00617,19.9605,1.97994,0.279236,49.9073,35.6949,1.17292,59.5186,ON
2026-07-14T16:27:51.025,0.146546,21.4305,1.99666,19.8173,1.97055,0.274248,49.6298,35.502,1.17162,59.2849,OFF
2026-07-14T16:27:51.139,0,21.0969,2.0047,19.7524,1.97848,0.28208,49.2457,35.8485,1.17011,58.9448,OFF
2026-07-14T16:27:51.249,0.392854,21.2181,1.99695,19.6514,1.97084,0.290113,49.3734,35.4752,1.16865,59.1977,OFF
2026-07-14T16:27:51.358,0.805746,20.4861,1.99063,19.8805,1.9646,0.288075,48.9999,35.2224,1.17725,59.6389,OFF
2026-07-14T16:27:51.467,0.360428,20.6408,1.99538,19.9255,1.96929,0.290419,48.6858,35.4143,1.18521,60.0847,OFF
2026-07-14T16:27:51.575,0.527638,21.4914,1.99458,19.8412,1.9685,0.297847,48.5938,35.5477,1.18577,59.7743,OFF
2026-07-14T16:27:51.684,1.01002,22.4196,1.99433,19.6769,1.96825,0.306044,48.1807,35.6533,1.1822,59.6902,OFF
2026-07-14T16:27:51.793,0.577089,22.5933,1.98808,19.7,1.96209,0.29622,48.4196,35.2581,1.17852,59.5618,OFF
2026-07-14T16:27:51.901,0.374592,23.371,1.99574,19.6841,1.96964,0.299849,47.9983,35.0218,1.17212,60.0421,OFF
2026-07-14T16:27:52.010,0.37383,22.9563,1.98933,19.761,1.96332,0.306845,47.7186,35.3561,1.17582,60.0244,OFF
2026-07-14T16:27:52.119,0.604962,23.5446,1.98022,19.6029,1.95433,0.315058,47.8616,35.4881,1.17967,59.8024,OFF
2026-07-14T16:27:52.229,0.462705,23.8686,1.98951,19.3923,1.9635,0.315068,48.2666,35.7441,1.17866,59.8671,OFF
2026-07-14T16:27:52.339,0.739032,23.4919,1.99582,19.5918,1.96972,0.314781,48.1394,35.8272,1.18413,59.4569,OFF
2026-07-14T16:27:52.449,1.14413,24.1466,1.99547,19.7111,1.96938,0.319851,47.9383,35.9341,1.1755,59.5499,OFF
2026-07-14T16:27:52.561,0.884652,24.324,2.00052,19.6831,1.97436,0.311652,48.0916,35.9595,1.17,59.5172,OFF
2026-07-14T16:27:52.669,1.33275,24.2128,1.9943,19.6042,1.96822,0.309112,48.3784,35.9208,1.17301,59.2881,OFF
2026-07-14T16:27:52.777,1.60058,25.0191,1.9898,19.3886,1.96378,0.308801,48.5002,35.89,1.17154,59.4677,OFF
2026-07-14T16:27:52.890,1.33393,25.2726,1.98813,19.6358,1.96213,0.313654,48.3038,35.8585,1.16691,59.3777,OFF
2026-07-14T16:27:52.995,1.62106,24.5634,1.99457,19.5581,1.96848,0.311136,48.7972,36.0932,1.1716,59.4481,OFF
2026-07-14T16:27:53.109,1.60123,25.2278,1.99327,19.7725,1.96721,0.306876,49.0233,35.744,1.16701,59.2118,OFF
2026-07-14T16:27:53.213,1.12821,24.498,1.98342,19.8001,1.95748,0.302097,48.7882,35.6455,1.15702,59.2106,OFF
2026-07-14T16:27:53.324,0.897751,24.101,1.99077,19.7738,1.96473,0.299984,49.1561,35.7198,1.14759,59.4801,OFF
2026-07-14T16:27:53.432,0.528151,23.845,1.98764,19.6325,1.96165,0.298492,49.2466,35.7071,1.15302,59.4205,OFF
2026-07-14T16:27:53.541,0.847472,24.3436,1.99107,19.6788,1.96503,0.30845,49.389,35.548,1.15259,59.6011,OFF
2026-07-14T16:27:53.648,0.868043,24.3774,1.9875,19.4337,1.96151,0.310584,48.9322,35.7282,1.15845,59.1543,OFF
2026-07-14T16:27:53.757,0.383622,25.0668,1.99444,19.6518,1.96836,0.301285,48.9384,35.5362,1.15139,59.2815,OFF
2026-07-14T16:27:53.867,0.726557,25.9223,1.99005,19.8238,1.96403,0.308394,49.4019,35.861,1.14417,58.8256,OFF
2026-07-14T16:27:53.983,1.01103,25.0992,1.9828,19.8565,1.95687,0.304794,49.3296,35.9276,1.14094,58.665,OFF
2026-07-14T16:27:54.088,1.08329,25.9508,1.9745,19.6069,1.94868,0.301698,49.3885,36.0645,1.13196,58.7133,OFF
2026-07-14T16:27:54.202,1.54919,25.3397,1.96799,19.6072,1.94226,0.296897,49.0012,36.4575,1.1231,58.3039,OFF
2026-07-14T16:27:54.316,1.45566,25.8853,1.96366,19.4831,1.93798,0.305213,49.4639,36.1443,1.11627,58.4895,ON
2026-07-14T16:27:54.413,1.15588,25.9196,1.96646,19.5417,1.94074,0.309392,49.4935,36.1431,1.12187,58.2129,ON
2026-07-14T16:27:54.526,1.36406,26.5606,1.96858,19.6719,1.94284,0.301907,49.0747,36.1432,1.1239,58.314,OFF
2026-07-14T16:27:54.640,0.98773,26.1806,1.97667,19.5277,1.95082,0.306095,49.0123,35.9839,1.12374,58.5749,OFF
2026-07-14T16:27:54.744,1.3222,26.5375,1.97026,19.7609,1.9445,0.299987,49.3342,35.7328,1.12982,58.6737,OFF
2026-07-14T16:27:54.858,1.59548,26.3829,1.9726,19.6792,1.9468,0.308656,49.8221,36.054,1.13926,58.8876,OFF
2026-07-14T16:27:54.963,1.41893,27.327,1.97484,19.6688,1.94902,0.313219,49.4027,35.7146,1.14777,59.0701,OFF
2026-07-14T16:27:55.077,1.39235,27.7571,1.96866,19.7643,1.94291,0.309836,49.1134,35.7248,1.1435,59.4695,OFF
2026-07-14T16:27:55.183,1.79432,26.8152,1.96795,19.5316,1.94222,0.318571,49.3733,35.6621,1.13417,59.5003,OFF
2026-07-14T16:27:55.288,1.33085,27.2477,1.95935,19.6141,1.93372,0.312952,49.0677,35.3986,1.13257,59.5217,OFF
2026-07-14T16:27:55.401,1.59988,28.1531,1.95633,19.458,1.93075,0.314371,48.6877,35.0272,1.1326,59.0968,OFF
2026-07-14T16:27:55.515,1.59273,28.4631,1.96078,19.5688,1.93514,0.30922,48.5224,34.9779,1.1233,59.4681,OFF
2026-07-14T16:27:55.623,1.27994,28.9374,1.95937,19.4355,1.93375,0.301717,48.7771,35.1129,1.11528,59.949,OFF
2026-07-14T16:27:55.732,1.13463,28.212,1.96409,19.6435,1.9384,0.304046,48.7829,35.4578,1.11493,59.9637,OFF
2026-07-14T16:27:55.841,1.624,27.3088,1.96341,19.5327,1.93774,0.312548,49.1199,35.4673,1.12263,60.2505,OFF
2026-07-14T16:27:55.950,1.94565,27.5239,1.96376,19.7732,1.93808,0.320916,48.8624,35.8116,1.11999,60.3264,OFF
2026-07-14T16:27:56.060,2.24698,27.7435,1.96155,19.6565,1.9359,0.326955,48.9747,35.8223,1.11426,60.112,OFF
2026-07-14T16:27:56.169,2.69305,28.0513,1.95321,19.8354,1.92767,0.324106,49.0671,36.1809,1.11342,59.6469,OFF
2026-07-14T16:27:56.358,2.96166,28.7326,1.95763,19.6739,1.93203,0.331708,48.74,36.1422,1.12225,59.7323,OFF
