timeStamp,ThrustV,CombustTempV,InletPressureV,InletTempV,PressureRatioV,FuelPressureV,FuelPumpPowerV,CoolantTempV,CoolantPressureV,CoolantPumpPowerV,SparkPlugStatus
2026-07-13T11:30:03.359,0,20.1399,2.00455,20.2222,1.97834,0.296843,50.3042,34.6213,1.2049,60.1024,OFF
2026-07-13T11:30:03.366,0.346944,21.096,2.00185,20.3246,1.97567,0.304355,50.293,34.3161,1.19571,59.9988,OFF
2026-07-13T11:30:03.477,0.669872,21.6574,2.00361,20.5416,1.97741,0.304959,50.2266,34.3821,1.20461,59.9164,OFF
2026-07-13T11:30:03.586,0.255841,20.7885,2.00289,20.6329,1.9767,0.305701,50.424,34.111,1.19702,60.315,OFF
2026-07-13T11:30:03.695,0.624669,20.4363,2.01214,20.5879,1.98583,0.296047,50.7716,33.8371,1.20459,59.8813,OFF
2026-07-13T11:30:03.804,0.997611,20,2.00924,20.464,1.98297,0.300765,50.877,33.4761,1.19915,59.5219,OFF
2026-07-13T11:30:03.914,0.681541,20.4542,2.00371,20.5788,1.97751,0.304859,51.1182,33.6994,1.20689,59.7925,OFF
2026-07-13T11:30:04.022,0.259151,20.352,2.00987,20.7008,1.98358,0.295524,50.6717,33.7302,1.20047,59.4391,OFF
2026-07-13T11:30:04.133,0,20.6541,2.01475,20.7665,1.9884,0.288347,50.8125,33.8056,1.20162,59.5248,OFF
2026-07-13T11:30:04.242,0.446769,20.0454,2.01858,20.8703,1.99219,0.28356,50.8709,34.016,1.2057,59.2876,OFF
2026-07-13T11:30:04.351,0,20,2.02782,20.8637,2.00131,0.287135,50.5098,34.1672,1.21345,59.4457,OFF
2026-07-13T11:30:04.460,0,20,2.03104,20.8297,2.00448,0.290576,50.2774,34.0038,1.21361,59.7509,ON
2026-07-13T11:30:04.570,0.229091,20.8075,2.03937,20.6839,2.0127,0.291437,50.4648,34.193,1.20447,60.0524,OFF
2026-07-13T11:30:04.679,0.25643,21.4875,2.04064,20.6075,2.01396,0.287242,50.2516,33.797,1.20921,60.1564,OFF
2026-07-13T11:30:04.791,0.445957,21.656,2.03154,20.6156,2.00497,0.281096,50.736,34.079,1.21033,60.3532,OFF
2026-07-13T11:30:04.903,0.53385,21.8157,2.0301,20.4563,2.00355,0.271937,50.9077,33.8204,1.21494,60.4032,OFF
2026-07-13T11:30:05.013,0.16355,21.6265,2.02423,20.6416,1.99776,0.262138,51.0105,34.1794,1.21218,60.0051,OFF
2026-07-13T11:30:05.121,0,21.9547,2.02699,20.7497,2.00049,0.258294,50.7438,34.2568,1.21095,59.9275,OFF
2026-07-13T11:30:05.229,0,21.9488,2.0334,20.7663,2.00681,0.266016,50.5791,33.8898,1.21109,59.7204,OFF
2026-07-13T11:30:05.338,0.181786,22.4097,2.03947,20.8717,2.0128,0.260949,50.2813,34.1704,1.21724,59.736,OFF
2026-07-13T11:30:05.446,0.165761,21.934,2.04838,20.8501,2.02159,0.259154,50.2968,34.3549,1.21253,60.1141,OFF
2026-07-13T11:30:05.555,0.491165,21.302,2.04932,20.9207,2.02252,0.256106,50.6949,34.3732,1.21461,60.5166,OFF
2026-07-13T11:30:05.664,0.642225,21.4678,2.05788,20.8284,2.03097,0.265608,50.7455,34.1898,1.20884,60.8146,OFF
2026-07-13T11:30:06.275,0.375453,20.9865,2.04841,21.0661,2.02163,0.265861,51.1717,34.066,1.20481,60.3775,OFF
