timeStamp,ThrustV,CombustTempV,InletPressureV,InletTempV,PressureRatioV,FuelPressureV,FuelPumpPowerV,CoolantTempV,CoolantPressureV,CoolantPumpPowerV,SparkPlugStatus
2025-09-10T08:56:29.254,0.444938,20.7369,1.99374,19.7628,1.96767,0.304739,49.6332,35.1084,1.19307,60.1834,OFF
2025-09-10T08:56:29.507,0.742751,21.5454,1.99513,19.7514,1.96904,0.31148,49.4903,34.7534,1.18546,59.9969,OFF
2025-09-10T08:56:29.752,0.936804,21.2054,1.99801,19.622,1.97188,0.316803,49.1511,34.6144,1.17855,59.733,OFF
2025-09-10T08:56:30.003,0.603813,21.8902,2.0072,19.3761,1.98096,0.311214,49.0016,34.44,1.16889,59.726,OFF
2025-09-10T08:56:30.257,0.370311,22.5121,2.01146,19.3416,1.98515,0.316635,49.4025,34.6355,1.16123,60.1688,OFF
2025-09-10T08:56:30.502,0.733028,23.0382,2.01399,19.3936,1.98765,0.309245,49.1196,34.5254,1.17061,60.4183,OFF
2025-09-10T08:56:30.765,1.2304,22.199,2.01341,19.3406,1.98708,0.314826,48.7679,34.4683,1.17121,60.1579,OFF
2025-09-10T08:56:31.003,1.1067,22.96,2.00445,19.4913,1.97824,0.309016,48.567,34.7697,1.17805,60.2014,OFF
2025-09-10T08:56:31.258,0.857488,23.7627,2.01083,19.6552,1.98454,0.299619,48.176,35.0037,1.17985,60.5575,OFF
2025-09-10T08:56:31.512,0.772843,24.713,2.01433,19.7108,1.98799,0.304088,48.2139,34.823,1.17513,60.9164,OFF
2025-09-10T08:56:31.762,0.706625,25.5697,2.01353,19.8438,1.9872,0.294149,48.3832,35.12,1.16916,60.6253,OFF
2025-09-10T08:56:32.016,0.422358,25.1551,2.00853,20.0809,1.98226,0.295677,48.3801,34.8393,1.16415,61.1012,OFF
2025-09-10T08:56:32.254,0.728096,25.9535,2.00342,20.1959,1.97723,0.302875,47.9453,34.5065,1.16613,61.1027,OFF
2025-09-10T08:56:32.508,0.893079,26.8612,2.00046,20.3222,1.9743,0.306537,47.7711,34.8948,1.17121,61.5616,OFF
2025-09-10T08:56:32.761,0.791125,26.8068,1.99069,20.5073,1.96466,0.311291,47.4532,34.8772,1.17097,61.4744,OFF
2025-09-10T08:56:33.015,0.661511,26.6052,1.99361,20.6288,1.96754,0.314693,47.0643,34.5716,1.17042,61.3237,OFF
2025-09-10T08:56:33.253,0.262588,25.8989,1.99148,20.5625,1.96543,0.323979,46.9095,34.4205,1.16932,61.0219,OFF
2025-09-10T08:56:33.508,0.750772,26.8222,1.99521,20.6502,1.96912,0.331568,46.9081,34.1573,1.16136,60.6549,OFF
2025-09-10T08:56:33.764,0.956971,26.9432,2.00518,20.8138,1.97896,0.339173,47.3186,33.9934,1.16578,60.3469,OFF
2025-09-10T08:56:34.001,0.594801,26.2317,1.9975,20.5731,1.97138,0.335806,47.6427,34.2725,1.15853,60.3802,OFF
2025-09-10T08:56:34.255,1.03489,26.4198,1.99583,20.6581,1.96973,0.330751,47.6954,34.4569,1.1633,60.0504,OFF
2025-09-10T08:56:34.514,0.881548,27.2017,2.00294,20.7656,1.97675,0.338644,47.3622,34.1047,1.16965,60.1703,OFF
2025-09-10T08:56:34.753,0.664799,27.6858,1.99492,20.9348,1.96884,0.331594,47.8111,33.7827,1.16817,60.0657,OFF
2025-09-10T08:56:35.005,0.76946,26.7561,1.99148,20.949,1.96544,0.340031,47.6387,33.4406,1.17388,60.5355,OFF
2025-09-10T08:56:35.258,0.334536,27.3623,1.9862,20.7344,1.96022,0.337288,47.2544,33.1734,1.17299,60.6618,OFF
2025-09-10T08:56:35.512,0.60731,27.2168,1.98578,20.6614,1.95981,0.331254,47.6354,33.5447,1.17873,61.0183,OFF
2025-09-10T08:56:35.752,0.949814,28.215,1.97632,20.5301,1.95047,0.335869,48.1147,33.2972,1.16928,60.9823,OFF
