timeStamp,ThrustV,CombustTempV,InletPressureV,InletTempV,PressureRatioV,FuelPressureV,FuelPumpPowerV,CoolantTempV,CoolantPressureV,CoolantPumpPowerV,SparkPlugStatus
2026-07-09T05:47:17.098,0.223758,20.1862,2.00967,20.2366,1.98339,0.305016,50.4381,35.1519,1.1929,60.2618,OFF
2026-07-09T05:47:17.165,0.371683,21.0318,1.99971,20.4567,1.97356,0.29967,50.331,35.2084,1.20077,60.1119,OFF
2026-07-09T05:47:17.274,0.68197,20.1992,1.99938,20.3519,1.97323,0.296312,50.7248,34.8252,1.20994,59.9391,ON
2026-07-09T05:47:17.386,0.439445,21.0406,1.98957,20.3035,1.96356,0.286331,50.9769,34.6688,1.21128,60.1729,OFF
2026-07-09T05:47:17.502,0.165868,20.7376,1.99339,20.4475,1.96732,0.277223,50.9411,34.9102,1.2124,60.6066,OFF
2026-07-09T05:47:17.603,0.427846,21.607,1.98864,20.3122,1.96263,0.268879,50.962,34.7695,1.22191,60.3117,OFF
2026-07-09T05:47:17.713,0.925486,21.0125,1.99652,20.1857,1.97041,0.269487,51.1565,35.1635,1.22467,59.87,ON
2026-07-09T05:47:17.821,1.06617,21.1619,1.99504,20.3749,1.96896,0.274568,50.9801,34.8308,1.21767,59.6149,OFF
2026-07-09T05:47:17.932,1.36893,21.061,1.98825,20.4413,1.96225,0.279696,51.0326,34.7165,1.22727,59.6379,OFF
2026-07-09T05:47:18.046,1.50455,20.402,1.9918,20.2878,1.96575,0.273675,51.4558,34.6976,1.22592,59.3579,OFF
2026-07-09T05:47:18.155,1.19285,20,1.98776,20.4541,1.96176,0.280738,51.4526,34.9291,1.22645,59.62,OFF
2026-07-09T05:47:18.266,0.823694,20.0666,1.97882,20.3649,1.95294,0.282732,51.1215,34.7868,1.22653,59.9843,OFF
2026-07-09T05:47:18.373,0.39177,20,1.97542,20.1657,1.94959,0.284847,51,35.1691,1.2217,59.6178,OFF
2026-07-09T05:47:18.480,0.0951917,20,1.96971,20.167,1.94395,0.292921,50.5197,35.5677,1.21232,59.4745,OFF
2026-07-09T05:47:18.588,0.589745,20,1.97747,19.9712,1.95161,0.284985,50.4973,35.8428,1.22037,59.5165,OFF
2026-07-09T05:47:18.697,0.597971,20,1.98407,19.8127,1.95812,0.292417,50.9642,35.826,1.22909,59.0826,OFF
2026-07-09T05:47:18.819,0.634222,20.1863,1.98105,19.7474,1.95515,0.297328,50.863,35.4619,1.22415,58.6747,OFF
2026-07-09T05:47:18.929,0.665396,20,1.97609,19.729,1.95025,0.30696,50.6739,35.4199,1.22671,58.2638,ON
2026-07-09T05:47:19.038,0.655235,20.4502,1.97205,19.852,1.94626,0.310924,50.8473,35.5422,1.23337,57.9032,OFF
2026-07-09T05:47:19.145,0.966577,20.063,1.97053,19.9596,1.94477,0.320335,51.0122,35.1964,1.24027,57.9371,OFF
2026-07-09T05:47:19.244,0.658574,20.9282,1.97931,20.1004,1.95342,0.312852,50.8137,35.5189,1.2427,58.2133,OFF
2026-07-09T05:47:19.357,0.190811,21.2008,1.98593,20.2147,1.95996,0.303794,51.0811,35.8729,1.24564,58.5506,OFF
2026-07-09T05:47:19.463,0.116116,22.0635,1.98772,20.156,1.96172,0.294605,51.5169,35.5924,1.244,58.8549,OFF
2026-07-09T05:47:19.574,0,22.0316,1.98916,20.1315,1.96314,0.297245,51.9567,35.7362,1.24844,59.3407,OFF
2026-07-09T05:47:19.683,0,22.893,1.99477,20.193,1.96869,0.29723,51.7406,35.4357,1.25368,59.0489,OFF
